Attendee ID,Company Name,Preference
351,iA Financial Group,15
351,Milliman,15
351,Foresters Financial,15
351,The Co-operators,15
351,Mercer Canada,15
351,Normandin Beaudry,15
351,Munich Re,15
351,Northbridge Financial Corporation,15
351,Moody's Analytics,15
333,Swiss Re,1
333,Munich Re,2
333,PartnerRe,3
333,Deloitte,4
333,Intact Insurance,5
333,KPMG Canada,6
333,Milliman,7
333,Mercer Canada,8
333,Normandin Beaudry,9
333,Royal and Sun Alliance (RSA),10
333,Economical Insurance,15
333,iA Financial Group,15
333,CAAT Pension Plan,15
333,Foresters Financial,15
333,The Co-operators,15
333,Wawanesa Insurance,15
333,Manulife,15
333,Desjardins,15
333,Echelon Insurance / CCG Group,15
333,Canada Life,15
333,Northbridge Financial Corporation,15
333,Moody's Analytics,15
333,RSM Canada,15
333,Ontario Teachers' Pension Plan,15
0,Milliman,1
0,Ontario Teachers' Pension Plan,2
0,CAAT Pension Plan,3
0,Normandin Beaudry,4
0,Swiss Re,5
0,Munich Re,6
0,iA Financial Group,7
0,Northbridge Financial Corporation,8
0,PartnerRe,9
0,Mercer Canada,10
0,Moody's Analytics,11
0,KPMG Canada,12
0,Deloitte,13
0,Foresters Financial,14
0,Canada Life,15
0,Economical Insurance,15
0,Royal and Sun Alliance (RSA),15
0,The Co-operators,15
0,Wawanesa Insurance,15
0,Manulife,15
0,Desjardins,15
0,Echelon Insurance / CCG Group,15
0,Intact Insurance,15
0,RSM Canada,15
325,Canada Life,1
325,Desjardins,2
325,Manulife,3
325,Intact Insurance,4
325,Foresters Financial,5
325,Economical Insurance,6
325,Wawanesa Insurance,7
325,Ontario Teachers' Pension Plan,8
325,PartnerRe,9
325,Milliman,10
325,Mercer Canada,11
325,KPMG Canada,12
325,Deloitte,13
325,CAAT Pension Plan,14
325,The Co-operators,15
325,Royal and Sun Alliance (RSA),15
325,iA Financial Group,15
325,Swiss Re,15
325,Echelon Insurance / CCG Group,15
325,Normandin Beaudry,15
325,Munich Re,15
325,Northbridge Financial Corporation,15
325,Moody's Analytics,15
325,RSM Canada,15
710,Swiss Re,1
710,Intact Insurance,2
710,Mercer Canada,3
710,Royal and Sun Alliance (RSA),4
710,Economical Insurance,5
710,Desjardins,6
710,iA Financial Group,7
710,Deloitte,8
710,Munich Re,9
710,The Co-operators,10
710,Wawanesa Insurance,11
710,Manulife,12
710,Canada Life,15
710,PartnerRe,15
710,KPMG Canada,15
710,CAAT Pension Plan,15
710,Milliman,15
710,Foresters Financial,15
710,Echelon Insurance / CCG Group,15
710,Normandin Beaudry,15
710,Northbridge Financial Corporation,15
710,Moody's Analytics,15
710,RSM Canada,15
710,Ontario Teachers' Pension Plan,15
92,Desjardins,1
92,Intact Insurance,2
92,Munich Re,3
92,The Co-operators,4
92,Deloitte,5
92,Economical Insurance,6
92,iA Financial Group,7
92,PartnerRe,8
92,Swiss Re,9
92,Royal and Sun Alliance (RSA),15
92,KPMG Canada,15
92,CAAT Pension Plan,15
92,Milliman,15
92,Foresters Financial,15
92,Wawanesa Insurance,15
92,Mercer Canada,15
92,Manulife,15
92,Echelon Insurance / CCG Group,15
92,Normandin Beaudry,15
92,Canada Life,15
92,Northbridge Financial Corporation,15
92,Moody's Analytics,15
92,RSM Canada,15
92,Ontario Teachers' Pension Plan,15
295,Desjardins,1
295,Intact Insurance,2
295,Normandin Beaudry,3
295,Mercer Canada,4
295,iA Financial Group,5
295,Deloitte,15
295,Swiss Re,15
295,PartnerRe,15
295,CAAT Pension Plan,15
295,Milliman,15
295,The Co-operators,15
295,Munich Re,15
295,Northbridge Financial Corporation,15
295,RSM Canada,15
295,Ontario Teachers' Pension Plan,15
295,Economical Insurance,15
295,Royal and Sun Alliance (RSA),15
295,KPMG Canada,15
295,Foresters Financial,15
295,Wawanesa Insurance,15
295,Manulife,15
295,Echelon Insurance / CCG Group,15
295,Canada Life,15
295,Moody's Analytics,15
399,Canada Life,1
399,Manulife,2
399,Economical Insurance,3
399,Munich Re,4
399,Mercer Canada,6
399,Deloitte,7
399,Desjardins,8
399,Intact Insurance,9
399,Swiss Re,10
399,Ontario Teachers' Pension Plan,11
399,Wawanesa Insurance,12
399,CAAT Pension Plan,13
399,Echelon Insurance / CCG Group,14
399,Milliman,15
399,Royal and Sun Alliance (RSA),15
399,iA Financial Group,15
399,PartnerRe,15
399,KPMG Canada,15
399,Foresters Financial,15
399,The Co-operators,15
399,Normandin Beaudry,15
399,Northbridge Financial Corporation,15
399,Moody's Analytics,15
399,RSM Canada,15
173,Intact Insurance,1
173,Swiss Re,2
173,Mercer Canada,3
173,KPMG Canada,4
173,Manulife,5
173,Canada Life,6
173,Munich Re,7
173,Milliman,8
173,Moody's Analytics,9
173,Northbridge Financial Corporation,10
173,RSM Canada,11
173,Foresters Financial,12
173,Deloitte,13
173,Normandin Beaudry,14
173,PartnerRe,15
173,Economical Insurance,15
173,Royal and Sun Alliance (RSA),15
173,CAAT Pension Plan,15
173,The Co-operators,15
173,Wawanesa Insurance,15
173,Echelon Insurance / CCG Group,15
173,Desjardins,15
173,iA Financial Group,15
173,Ontario Teachers' Pension Plan,15
499,Mercer Canada,1
499,Manulife,2
499,Wawanesa Insurance,3
499,Economical Insurance,4
499,Deloitte,5
499,iA Financial Group,6
499,The Co-operators,7
499,Intact Insurance,8
499,Royal and Sun Alliance (RSA),9
499,KPMG Canada,10
499,CAAT Pension Plan,11
499,Swiss Re,12
499,Milliman,13
499,Munich Re,14
499,Normandin Beaudry,15
499,PartnerRe,15
499,Foresters Financial,15
499,Echelon Insurance / CCG Group,15
499,Desjardins,15
499,Canada Life,15
499,Northbridge Financial Corporation,15
499,Moody's Analytics,15
499,RSM Canada,15
499,Ontario Teachers' Pension Plan,15
103,Wawanesa Insurance,1
103,Manulife,2
103,Intact Insurance,3
103,Mercer Canada,4
103,Swiss Re,5
103,iA Financial Group,6
103,Foresters Financial,7
103,Echelon Insurance / CCG Group,8
103,Desjardins,9
103,Deloitte,10
103,Munich Re,11
103,Ontario Teachers' Pension Plan,12
103,PartnerRe,13
103,Economical Insurance,14
103,RSM Canada,15
103,Royal and Sun Alliance (RSA),15
103,KPMG Canada,15
103,CAAT Pension Plan,15
103,Milliman,15
103,The Co-operators,15
103,Normandin Beaudry,15
103,Canada Life,15
103,Northbridge Financial Corporation,15
103,Moody's Analytics,15
529,Manulife,1
529,Munich Re,2
529,Swiss Re,3
529,Deloitte,4
529,Desjardins,5
529,Intact Insurance,6
529,Canada Life,7
529,KPMG Canada,8
529,PartnerRe,9
529,Wawanesa Insurance,10
529,Economical Insurance,11
529,Royal and Sun Alliance (RSA),12
529,Foresters Financial,13
529,Echelon Insurance / CCG Group,14
529,CAAT Pension Plan,15
529,iA Financial Group,15
529,Milliman,15
529,The Co-operators,15
529,Mercer Canada,15
529,Normandin Beaudry,15
529,Northbridge Financial Corporation,15
529,Moody's Analytics,15
529,RSM Canada,15
529,Ontario Teachers' Pension Plan,15
181,Desjardins,1
181,Intact Insurance,2
181,Manulife,3
181,Munich Re,4
181,Swiss Re,5
181,PartnerRe,6
181,Canada Life,7
181,Ontario Teachers' Pension Plan,8
181,Deloitte,9
181,The Co-operators,10
181,Economical Insurance,11
181,Foresters Financial,12
181,Royal and Sun Alliance (RSA),13
181,KPMG Canada,14
181,Northbridge Financial Corporation,15
181,iA Financial Group,15
181,CAAT Pension Plan,15
181,Milliman,15
181,Wawanesa Insurance,15
181,Mercer Canada,15
181,Echelon Insurance / CCG Group,15
181,Normandin Beaudry,15
181,Moody's Analytics,15
181,RSM Canada,15
196,Deloitte,1
196,Mercer Canada,2
196,KPMG Canada,3
196,PartnerRe,4
196,Munich Re,5
196,Swiss Re,6
196,RSM Canada,7
196,Desjardins,8
196,Milliman,9
196,Moody's Analytics,10
196,iA Financial Group,11
196,Intact Insurance,12
196,Canada Life,13
196,Ontario Teachers' Pension Plan,14
196,Northbridge Financial Corporation,15
196,Economical Insurance,15
196,Royal and Sun Alliance (RSA),15
196,CAAT Pension Plan,15
196,Foresters Financial,15
196,The Co-operators,15
196,Wawanesa Insurance,15
196,Manulife,15
196,Echelon Insurance / CCG Group,15
196,Normandin Beaudry,15
242,Manulife,1
242,Canada Life,2
242,KPMG Canada,3
242,Wawanesa Insurance,4
242,Swiss Re,5
242,PartnerRe,6
242,Northbridge Financial Corporation,7
242,Munich Re,8
242,Ontario Teachers' Pension Plan,9
242,RSM Canada,10
242,CAAT Pension Plan,11
242,Deloitte,12
242,Economical Insurance,13
242,iA Financial Group,14
242,Intact Insurance,15
242,Royal and Sun Alliance (RSA),15
242,Milliman,15
242,Foresters Financial,15
242,The Co-operators,15
242,Mercer Canada,15
242,Echelon Insurance / CCG Group,15
242,Desjardins,15
242,Normandin Beaudry,15
242,Moody's Analytics,15
158,Mercer Canada,1
158,iA Financial Group,2
158,Wawanesa Insurance,3
158,Desjardins,4
158,Deloitte,5
158,Manulife,6
158,Canada Life,7
158,PartnerRe,8
158,Swiss Re,9
158,Munich Re,10
158,Intact Insurance,11
158,Foresters Financial,12
158,Echelon Insurance / CCG Group,13
158,Economical Insurance,14
158,CAAT Pension Plan,15
158,Royal and Sun Alliance (RSA),15
158,KPMG Canada,15
158,Milliman,15
158,The Co-operators,15
158,Normandin Beaudry,15
158,Northbridge Financial Corporation,15
158,Moody's Analytics,15
158,RSM Canada,15
158,Ontario Teachers' Pension Plan,15
484,Canada Life,1
484,Manulife,2
484,KPMG Canada,3
484,Deloitte,4
484,Munich Re,5
484,Swiss Re,6
484,Mercer Canada,7
484,Ontario Teachers' Pension Plan,8
484,PartnerRe,9
484,RSM Canada,10
484,Echelon Insurance / CCG Group,12
484,Economical Insurance,15
484,Royal and Sun Alliance (RSA),15
484,iA Financial Group,15
484,CAAT Pension Plan,15
484,Milliman,15
484,The Co-operators,15
484,Foresters Financial,15
484,Wawanesa Insurance,15
484,Desjardins,15
484,Normandin Beaudry,15
484,Intact Insurance,15
484,Northbridge Financial Corporation,15
484,Moody's Analytics,15
90,Canada Life,1
90,Munich Re,2
90,Wawanesa Insurance,3
90,Manulife,4
90,Deloitte,5
90,Ontario Teachers' Pension Plan,6
90,Intact Insurance,7
90,KPMG Canada,8
90,iA Financial Group,9
90,Swiss Re,10
90,Mercer Canada,11
90,Moody's Analytics,12
90,Northbridge Financial Corporation,13
90,Normandin Beaudry,14
90,CAAT Pension Plan,15
90,Economical Insurance,15
90,Royal and Sun Alliance (RSA),15
90,PartnerRe,15
90,Milliman,15
90,Foresters Financial,15
90,The Co-operators,15
90,Echelon Insurance / CCG Group,15
90,Desjardins,15
90,RSM Canada,15
443,Canada Life,1
443,Manulife,2
443,iA Financial Group,3
443,Deloitte,4
443,KPMG Canada,5
443,Desjardins,6
443,Munich Re,7
443,Swiss Re,8
443,Intact Insurance,9
443,Milliman,10
443,CAAT Pension Plan,11
443,Economical Insurance,12
443,Ontario Teachers' Pension Plan,13
443,Wawanesa Insurance,14
443,PartnerRe,15
443,Royal and Sun Alliance (RSA),15
443,Foresters Financial,15
443,The Co-operators,15
443,Mercer Canada,15
443,Echelon Insurance / CCG Group,15
443,Normandin Beaudry,15
443,Northbridge Financial Corporation,15
443,Moody's Analytics,15
443,RSM Canada,15
541,Manulife,1
541,Canada Life,2
541,KPMG Canada,3
541,Swiss Re,4
541,Munich Re,5
541,Deloitte,6
541,Intact Insurance,7
541,Desjardins,8
541,The Co-operators,9
541,Wawanesa Insurance,10
541,Moody's Analytics,11
541,Milliman,12
541,iA Financial Group,13
541,Ontario Teachers' Pension Plan,14
541,Northbridge Financial Corporation,15
541,Economical Insurance,15
541,Royal and Sun Alliance (RSA),15
541,PartnerRe,15
541,CAAT Pension Plan,15
541,Foresters Financial,15
541,Mercer Canada,15
541,Echelon Insurance / CCG Group,15
541,Normandin Beaudry,15
541,RSM Canada,15
555,KPMG Canada,1
555,Munich Re,2
555,Manulife,3
555,Deloitte,4
555,Intact Insurance,5
555,Desjardins,6
555,Mercer Canada,7
555,Northbridge Financial Corporation,8
555,Canada Life,9
555,RSM Canada,10
555,Swiss Re,11
555,Wawanesa Insurance,12
555,iA Financial Group,13
555,Foresters Financial,14
555,PartnerRe,15
555,Economical Insurance,15
555,Royal and Sun Alliance (RSA),15
555,CAAT Pension Plan,15
555,Milliman,15
555,The Co-operators,15
555,Echelon Insurance / CCG Group,15
555,Normandin Beaudry,15
555,Moody's Analytics,15
555,Ontario Teachers' Pension Plan,15
124,Moody's Analytics,1
124,Manulife,2
124,Canada Life,3
124,Foresters Financial,4
124,iA Financial Group,5
124,Mercer Canada,6
124,Desjardins,7
124,Swiss Re,8
124,Munich Re,9
124,Milliman,10
124,Deloitte,11
124,PartnerRe,12
124,Echelon Insurance / CCG Group,13
124,Normandin Beaudry,14
124,The Co-operators,15
124,Economical Insurance,15
124,Royal and Sun Alliance (RSA),15
124,KPMG Canada,15
124,CAAT Pension Plan,15
124,Wawanesa Insurance,15
124,Intact Insurance,15
124,Northbridge Financial Corporation,15
124,RSM Canada,15
124,Ontario Teachers' Pension Plan,15
35,Deloitte,1
35,Milliman,2
35,KPMG Canada,3
35,Royal and Sun Alliance (RSA),4
35,Munich Re,5
35,RSM Canada,6
35,Wawanesa Insurance,7
35,Echelon Insurance / CCG Group,8
35,Economical Insurance,9
35,iA Financial Group,10
35,Swiss Re,15
35,PartnerRe,15
35,CAAT Pension Plan,15
35,Foresters Financial,15
35,The Co-operators,15
35,Mercer Canada,15
35,Manulife,15
35,Desjardins,15
35,Normandin Beaudry,15
35,Canada Life,15
35,Intact Insurance,15
35,Northbridge Financial Corporation,15
35,Moody's Analytics,15
35,Ontario Teachers' Pension Plan,15
431,Intact Insurance,1
431,Swiss Re,2
431,Deloitte,3
431,Munich Re,4
431,Milliman,5
431,KPMG Canada,6
431,Moody's Analytics,7
431,iA Financial Group,8
431,Manulife,9
431,Northbridge Financial Corporation,10
431,Royal and Sun Alliance (RSA),11
431,PartnerRe,12
431,Normandin Beaudry,13
431,Economical Insurance,14
431,Desjardins,15
431,CAAT Pension Plan,15
431,Foresters Financial,15
431,The Co-operators,15
431,Wawanesa Insurance,15
431,Mercer Canada,15
431,Echelon Insurance / CCG Group,15
431,Canada Life,15
431,RSM Canada,15
431,Ontario Teachers' Pension Plan,15
86,Swiss Re,1
86,Munich Re,2
86,Manulife,3
86,Intact Insurance,4
86,Deloitte,5
86,Wawanesa Insurance,6
86,Mercer Canada,7
86,Canada Life,8
86,CAAT Pension Plan,9
86,KPMG Canada,10
86,Royal and Sun Alliance (RSA),11
86,iA Financial Group,12
86,Desjardins,13
86,Ontario Teachers' Pension Plan,14
86,Moody's Analytics,15
86,Economical Insurance,15
86,PartnerRe,15
86,Milliman,15
86,Foresters Financial,15
86,The Co-operators,15
86,Echelon Insurance / CCG Group,15
86,Normandin Beaudry,15
86,Northbridge Financial Corporation,15
86,RSM Canada,15
145,Deloitte,1
145,Intact Insurance,2
145,Swiss Re,3
145,Munich Re,4
145,Desjardins,5
145,Northbridge Financial Corporation,6
145,Manulife,7
145,Moody's Analytics,8
145,iA Financial Group,9
145,Canada Life,10
145,CAAT Pension Plan,11
145,Ontario Teachers' Pension Plan,12
145,RSM Canada,13
145,Wawanesa Insurance,14
145,The Co-operators,15
145,Economical Insurance,15
145,Royal and Sun Alliance (RSA),15
145,PartnerRe,15
145,KPMG Canada,15
145,Milliman,15
145,Foresters Financial,15
145,Mercer Canada,15
145,Echelon Insurance / CCG Group,15
145,Normandin Beaudry,15
502,Moody's Analytics,1
502,Munich Re,2
502,Swiss Re,3
502,Deloitte,4
502,Ontario Teachers' Pension Plan,5
502,Manulife,6
502,KPMG Canada,7
502,Canada Life,8
502,Intact Insurance,9
502,Echelon Insurance / CCG Group,10
502,Normandin Beaudry,11
502,iA Financial Group,12
502,Royal and Sun Alliance (RSA),13
502,Northbridge Financial Corporation,14
502,RSM Canada,15
502,Economical Insurance,15
502,PartnerRe,15
502,CAAT Pension Plan,15
502,Milliman,15
502,The Co-operators,15
502,Foresters Financial,15
502,Wawanesa Insurance,15
502,Mercer Canada,15
502,Desjardins,15
264,Manulife,1
264,Desjardins,2
264,Canada Life,3
264,Intact Insurance,4
264,Wawanesa Insurance,5
264,Swiss Re,6
264,RSM Canada,7
264,Royal and Sun Alliance (RSA),8
264,Munich Re,9
264,Deloitte,10
264,Economical Insurance,11
264,Foresters Financial,12
264,iA Financial Group,13
264,KPMG Canada,14
264,Moody's Analytics,15
264,PartnerRe,15
264,CAAT Pension Plan,15
264,Milliman,15
264,The Co-operators,15
264,Mercer Canada,15
264,Echelon Insurance / CCG Group,15
264,Normandin Beaudry,15
264,Northbridge Financial Corporation,15
264,Ontario Teachers' Pension Plan,15
218,Wawanesa Insurance,1
218,Intact Insurance,2
218,Canada Life,3
218,Desjardins,4
218,Moody's Analytics,5
218,Munich Re,6
218,Manulife,7
218,Swiss Re,8
218,CAAT Pension Plan,9
218,Deloitte,10
218,Echelon Insurance / CCG Group,11
218,Economical Insurance,12
218,Foresters Financial,13
218,iA Financial Group,14
218,KPMG Canada,15
218,Royal and Sun Alliance (RSA),15
218,PartnerRe,15
218,Milliman,15
218,The Co-operators,15
218,Mercer Canada,15
218,Normandin Beaudry,15
218,Northbridge Financial Corporation,15
218,RSM Canada,15
218,Ontario Teachers' Pension Plan,15
457,Munich Re,1
457,Manulife,2
457,Deloitte,3
457,Desjardins,4
457,Canada Life,5
457,KPMG Canada,6
457,Mercer Canada,7
457,Milliman,8
457,The Co-operators,9
457,Intact Insurance,10
457,Ontario Teachers' Pension Plan,11
457,CAAT Pension Plan,12
457,Echelon Insurance / CCG Group,13
457,Economical Insurance,14
457,Royal and Sun Alliance (RSA),15
457,iA Financial Group,15
457,Swiss Re,15
457,PartnerRe,15
457,Foresters Financial,15
457,Wawanesa Insurance,15
457,Normandin Beaudry,15
457,Northbridge Financial Corporation,15
457,Moody's Analytics,15
457,RSM Canada,15
349,Intact Insurance,1
349,Royal and Sun Alliance (RSA),2
349,Deloitte,3
349,Manulife,4
349,Canada Life,5
349,Swiss Re,15
349,PartnerRe,15
349,CAAT Pension Plan,15
349,Milliman,15
349,The Co-operators,15
349,Mercer Canada,15
349,Desjardins,15
349,Normandin Beaudry,15
349,Munich Re,15
349,Northbridge Financial Corporation,15
349,RSM Canada,15
349,Ontario Teachers' Pension Plan,15
349,Economical Insurance,15
349,iA Financial Group,15
349,KPMG Canada,15
349,Foresters Financial,15
349,Wawanesa Insurance,15
349,Echelon Insurance / CCG Group,15
349,Moody's Analytics,15
96,Manulife,1
96,Swiss Re,2
96,Munich Re,3
96,Milliman,4
96,KPMG Canada,5
96,Deloitte,6
96,PartnerRe,7
96,Canada Life,8
96,iA Financial Group,9
96,Desjardins,10
96,Moody's Analytics,11
96,The Co-operators,12
96,RSM Canada,13
96,Mercer Canada,14
96,CAAT Pension Plan,15
96,Economical Insurance,15
96,Royal and Sun Alliance (RSA),15
96,Foresters Financial,15
96,Wawanesa Insurance,15
96,Echelon Insurance / CCG Group,15
96,Normandin Beaudry,15
96,Intact Insurance,15
96,Northbridge Financial Corporation,15
96,Ontario Teachers' Pension Plan,15
255,Canada Life,1
255,Mercer Canada,2
255,Manulife,3
255,Desjardins,4
255,Deloitte,5
255,Munich Re,6
255,Ontario Teachers' Pension Plan,7
255,Swiss Re,8
255,Royal and Sun Alliance (RSA),9
255,PartnerRe,10
255,Echelon Insurance / CCG Group,11
255,Economical Insurance,12
255,Intact Insurance,13
255,iA Financial Group,14
255,CAAT Pension Plan,15
255,KPMG Canada,15
255,Milliman,15
255,Foresters Financial,15
255,The Co-operators,15
255,Wawanesa Insurance,15
255,Normandin Beaudry,15
255,Northbridge Financial Corporation,15
255,Moody's Analytics,15
255,RSM Canada,15
378,Ontario Teachers' Pension Plan,1
378,Deloitte,13
378,KPMG Canada,14
378,RSM Canada,15
378,Swiss Re,15
378,PartnerRe,15
378,CAAT Pension Plan,15
378,Milliman,15
378,The Co-operators,15
378,Mercer Canada,15
378,Desjardins,15
378,Normandin Beaudry,15
378,Munich Re,15
378,Intact Insurance,15
378,Northbridge Financial Corporation,15
378,Economical Insurance,15
378,Royal and Sun Alliance (RSA),15
378,iA Financial Group,15
378,Foresters Financial,15
378,Wawanesa Insurance,15
378,Manulife,15
378,Echelon Insurance / CCG Group,15
378,Canada Life,15
378,Moody's Analytics,15
631,Desjardins,1
631,Manulife,2
631,Intact Insurance,3
631,Deloitte,4
631,iA Financial Group,5
631,Normandin Beaudry,6
631,Mercer Canada,7
631,Echelon Insurance / CCG Group,8
631,KPMG Canada,9
631,Munich Re,10
631,CAAT Pension Plan,11
631,Canada Life,12
631,Royal and Sun Alliance (RSA),13
631,PartnerRe,14
631,RSM Canada,15
631,Economical Insurance,15
631,Swiss Re,15
631,Milliman,15
631,Foresters Financial,15
631,The Co-operators,15
631,Wawanesa Insurance,15
631,Northbridge Financial Corporation,15
631,Moody's Analytics,15
631,Ontario Teachers' Pension Plan,15
89,Deloitte,1
89,KPMG Canada,2
89,Intact Insurance,3
89,Manulife,4
89,iA Financial Group,5
89,Canada Life,6
89,Foresters Financial,7
89,CAAT Pension Plan,8
89,Economical Insurance,9
89,Echelon Insurance / CCG Group,10
89,RSM Canada,11
89,The Co-operators,12
89,Northbridge Financial Corporation,13
89,Royal and Sun Alliance (RSA),14
89,Moody's Analytics,15
89,Swiss Re,15
89,PartnerRe,15
89,Milliman,15
89,Wawanesa Insurance,15
89,Mercer Canada,15
89,Desjardins,15
89,Normandin Beaudry,15
89,Munich Re,15
89,Ontario Teachers' Pension Plan,15
45,Intact Insurance,1
45,Economical Insurance,2
45,Deloitte,3
45,KPMG Canada,4
45,Wawanesa Insurance,5
45,The Co-operators,6
45,iA Financial Group,7
45,Mercer Canada,8
45,Northbridge Financial Corporation,9
45,Echelon Insurance / CCG Group,10
45,CAAT Pension Plan,11
45,Royal and Sun Alliance (RSA),12
45,RSM Canada,13
45,Munich Re,14
45,Canada Life,15
45,Swiss Re,15
45,PartnerRe,15
45,Milliman,15
45,Foresters Financial,15
45,Manulife,15
45,Desjardins,15
45,Normandin Beaudry,15
45,Moody's Analytics,15
45,Ontario Teachers' Pension Plan,15
323,Manulife,1
323,Munich Re,2
323,Moody's Analytics,3
323,Mercer Canada,4
323,Swiss Re,5
323,iA Financial Group,6
323,Canada Life,7
323,The Co-operators,8
323,Wawanesa Insurance,9
323,Milliman,10
323,Ontario Teachers' Pension Plan,11
323,Desjardins,12
323,Echelon Insurance / CCG Group,13
323,Foresters Financial,14
323,CAAT Pension Plan,15
323,Deloitte,15
323,Economical Insurance,15
323,Royal and Sun Alliance (RSA),15
323,PartnerRe,15
323,KPMG Canada,15
323,Normandin Beaudry,15
323,Intact Insurance,15
323,Northbridge Financial Corporation,15
323,RSM Canada,15
269,Canada Life,1
269,Manulife,2
269,Economical Insurance,3
269,Intact Insurance,4
269,The Co-operators,5
269,Foresters Financial,6
269,Echelon Insurance / CCG Group,7
269,Northbridge Financial Corporation,8
269,Swiss Re,9
269,Munich Re,10
269,Royal and Sun Alliance (RSA),11
269,RSM Canada,12
269,Mercer Canada,13
269,Moody's Analytics,14
269,Ontario Teachers' Pension Plan,15
269,Deloitte,15
269,PartnerRe,15
269,KPMG Canada,15
269,CAAT Pension Plan,15
269,Milliman,15
269,Wawanesa Insurance,15
269,Desjardins,15
269,Normandin Beaudry,15
269,iA Financial Group,15
202,Wawanesa Insurance,1
202,The Co-operators,2
202,Economical Insurance,3
202,Desjardins,4
202,Intact Insurance,5
202,Deloitte,15
202,Swiss Re,15
202,PartnerRe,15
202,CAAT Pension Plan,15
202,Milliman,15
202,Mercer Canada,15
202,Normandin Beaudry,15
202,Munich Re,15
202,Northbridge Financial Corporation,15
202,RSM Canada,15
202,Ontario Teachers' Pension Plan,15
202,Royal and Sun Alliance (RSA),15
202,iA Financial Group,15
202,KPMG Canada,15
202,Foresters Financial,15
202,Manulife,15
202,Echelon Insurance / CCG Group,15
202,Canada Life,15
202,Moody's Analytics,15
108,Canada Life,1
108,Deloitte,2
108,Desjardins,3
108,iA Financial Group,4
108,Intact Insurance,5
108,Manulife,6
108,Mercer Canada,7
108,Munich Re,8
108,Wawanesa Insurance,9
108,Echelon Insurance / CCG Group,10
108,Milliman,11
108,Normandin Beaudry,12
108,RSM Canada,13
108,KPMG Canada,14
108,CAAT Pension Plan,15
108,Economical Insurance,15
108,Royal and Sun Alliance (RSA),15
108,Swiss Re,15
108,PartnerRe,15
108,Foresters Financial,15
108,The Co-operators,15
108,Northbridge Financial Corporation,15
108,Moody's Analytics,15
108,Ontario Teachers' Pension Plan,15
414,Swiss Re,1
414,Munich Re,2
414,Manulife,3
414,Economical Insurance,4
414,Deloitte,5
414,Canada Life,6
414,CAAT Pension Plan,7
414,Wawanesa Insurance,8
414,Royal and Sun Alliance (RSA),9
414,Echelon Insurance / CCG Group,10
414,RSM Canada,11
414,Intact Insurance,12
414,Normandin Beaudry,13
414,Milliman,14
414,Foresters Financial,15
414,iA Financial Group,15
414,PartnerRe,15
414,KPMG Canada,15
414,The Co-operators,15
414,Mercer Canada,15
414,Desjardins,15
414,Northbridge Financial Corporation,15
414,Moody's Analytics,15
414,Ontario Teachers' Pension Plan,15
37,Canada Life,1
37,KPMG Canada,2
37,Desjardins,3
37,Manulife,4
37,Mercer Canada,5
37,Deloitte,6
37,Moody's Analytics,7
37,Munich Re,8
37,Intact Insurance,9
37,iA Financial Group,10
37,PartnerRe,11
37,Royal and Sun Alliance (RSA),12
37,RSM Canada,13
37,Swiss Re,14
37,The Co-operators,15
37,Economical Insurance,15
37,CAAT Pension Plan,15
37,Milliman,15
37,Foresters Financial,15
37,Wawanesa Insurance,15
37,Echelon Insurance / CCG Group,15
37,Normandin Beaudry,15
37,Northbridge Financial Corporation,15
37,Ontario Teachers' Pension Plan,15
138,Ontario Teachers' Pension Plan,1
138,CAAT Pension Plan,2
138,Mercer Canada,3
138,KPMG Canada,4
138,Canada Life,5
138,Normandin Beaudry,6
138,Deloitte,7
138,Manulife,8
138,iA Financial Group,9
138,Swiss Re,10
138,Wawanesa Insurance,11
138,Foresters Financial,12
138,Milliman,13
138,Desjardins,14
138,Intact Insurance,15
138,Economical Insurance,15
138,Royal and Sun Alliance (RSA),15
138,PartnerRe,15
138,The Co-operators,15
138,Echelon Insurance / CCG Group,15
138,Munich Re,15
138,Northbridge Financial Corporation,15
138,Moody's Analytics,15
138,RSM Canada,15
342,Deloitte,1
342,KPMG Canada,2
342,Milliman,3
342,Munich Re,4
342,Echelon Insurance / CCG Group,5
342,Intact Insurance,6
342,Manulife,7
342,Economical Insurance,8
342,Moody's Analytics,9
342,Canada Life,10
342,The Co-operators,11
342,PartnerRe,12
342,Mercer Canada,13
342,Foresters Financial,14
342,Northbridge Financial Corporation,15
342,Royal and Sun Alliance (RSA),15
342,Swiss Re,15
342,CAAT Pension Plan,15
342,Wawanesa Insurance,15
342,Desjardins,15
342,Normandin Beaudry,15
342,iA Financial Group,15
342,RSM Canada,15
342,Ontario Teachers' Pension Plan,15
612,Intact Insurance,1
612,Wawanesa Insurance,2
612,Manulife,3
612,KPMG Canada,4
612,Economical Insurance,5
612,Desjardins,6
612,Deloitte,7
612,Foresters Financial,8
612,Mercer Canada,9
612,Munich Re,10
612,Northbridge Financial Corporation,11
612,Swiss Re,12
612,RSM Canada,13
612,CAAT Pension Plan,14
612,Moody's Analytics,15
612,Royal and Sun Alliance (RSA),15
612,PartnerRe,15
612,Milliman,15
612,The Co-operators,15
612,Echelon Insurance / CCG Group,15
612,Normandin Beaudry,15
612,Canada Life,15
612,iA Financial Group,15
612,Ontario Teachers' Pension Plan,15
95,KPMG Canada,1
95,Deloitte,2
95,Royal and Sun Alliance (RSA),3
95,RSM Canada,4
